Date,Treatment,Plot,Position,Species name,E,A,Ca,Ci,Pci,gsw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Fs,Fm',PhiPS2,ETR,Fv'/Fm',PhiCO2,NPQ,Qin,Qabs,alpha,convert,S,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Fan_speed,State
1/18/20,drought,22,12,TETBAL,0.002180164,1.47181669,396.452,380.7475406,37.37475542,0.248700803,0.147666846,82.01096798,25.97541069,25.2829,3.233703662,69.19773686,2.346305612,3.390725938,0.88739805,-96.14524,96.4910933,9.178914877,91.53573616,2269.862308,2394.5,0.052051657,10.9596159,0.629083316,0.003914345,0.482864899,499.902,421.105362,0.84237583,0.194751659,6,396.452,399.958,23.9025,20.7088,399.797,97.9618,0.199715,26.0823,25.2829,10065,5-Apr
1/18/20,drought,22,13,PREMON,-7.11E-06,0.457723237,399.307,1452.950448,142.6182218,-0.000684974,-0.000428172,81.99472566,26.6305996,25.912,3.356727737,70.15912769,2.367994749,3.375177011,0.988732987,0.313469017,11.10861197,1.066202003,94.48300865,1700.026538,1747.75,0.027305657,5.748109715,0.564994994,0.001506481,1.031594908,499.8,421.019701,0.842376353,0.194752705,6,399.307,399.989,24.1244,24.1348,400.192,97.9575,0.200164,26.0046,25.912,9975,5-Apr
1/18/20,drought,22,14,TETBAL,0.000986916,3.198286562,394.567,337.9729076,33.1779598,0.102857995,0.062899929,81.9969331,26.29920177,25.598,3.294821659,69.81430019,2.356481699,3.375356758,0.938339959,-43.5230142,48.68689293,4.684614694,91.84542653,2652.242308,2898.67,0.085014056,17.89679539,0.694666864,0.008015604,0.224947993,499.814,421.0314467,0.842376257,0.194752515,6,394.567,399.951,24.0047,22.5592,399.817,97.9664,0.201113,26.0055,25.598,9915,5-May
1/18/20,drought,22,15,INGLAU,0.000419113,2.3360433,396.27,297.4133488,29.19521348,0.040506786,0.025101084,81.99425748,26.62252172,25.9272,3.359750071,69.46497851,2.363793229,3.402856058,0.995956842,-18.48287123,26.03868658,2.48318932,92.03326214,2297.778462,2483.82,0.074901377,15.76718558,0.604552665,0.005967951,0.429539983,499.79,421.011901,0.842377601,0.194755201,6,396.27,400.023,24.0801,23.4666,400.02,97.9645,0.199263,26.1427,25.9272,10080,5-May
1/18/20,drought,22,16,SCHMOR,0.001167822,1.792880667,396.585,363.9068036,35.72195102,0.112141067,0.068453596,82.05722498,26.27254848,25.8047,3.33545991,68.4416792,2.314953143,3.382373387,1.020506767,-51.50093405,28.35844362,2.71519566,61.62993021,1312.031923,1391.75,0.057279021,12.0669897,0.585442788,0.004674165,1.551262799,500.181,421.3406434,0.842376347,0.194752693,6,396.585,399.968,23.5829,21.873,400.122,97.9625,0.199861,26.0406,25.8047,10005,5-May
1/18/20,control,30,1,GUAGUI,0.002324347,0.449050102,397.981,388.0911748,38.09119382,0.231293195,0.137778217,82.00352537,25.77271252,25.7529,3.325234879,68.81503039,2.312190988,3.360008671,1.013043891,-102.5037177,21.08607251,2.019484087,2.605364305,1175.471923,1230.55,0.04475891,9.423225687,0.542529763,0.001485718,1.885473975,499.855,421.0659129,0.842376115,0.19475223,6,397.981,400.043,23.5577,20.1519,399.834,97.9498,0.200316,25.9285,25.7529,9990,5-Apr
1/18/20,control,30,2,PREMON,4.68E-05,0.225874867,399.637,308.1602571,30.2461166,0.004244318,0.002650286,82.04262625,26.58534459,25.8096,3.336428564,67.78487278,2.283895943,3.369329836,1.052532621,-2.064160637,19.81550471,1.906619488,101.7005898,901.3823846,918.596,0.018739049,3.947066103,0.454602459,0.000955238,2.865377163,500.093,421.2664281,0.842376174,0.194752349,6,399.637,400.004,23.2693,23.2007,399.859,97.9496,0.201008,25.9753,25.8096,9930,5-Apr
1/18/20,control,30,3,TETBAL,0.000973297,1.010774544,397.751,375.1694159,36.82243134,0.100380614,0.061417972,81.99984143,26.36144722,25.6342,3.301907358,69.51653529,2.354481964,3.38693802,0.947425393,-42.9223971,51.3260443,4.936409021,95.33989765,1524.147692,1598.45,0.046483974,9.7859592,0.490719134,0.0028199,1.221351935,499.832,421.0465858,0.84237621,0.19475242,6,397.751,399.849,23.9889,22.5632,399.782,97.9481,0.200709,26.0634,25.6342,9930,5-May
1/18/20,control,30,4,PREMON,0.000351289,0.616448808,398.906,363.5092409,35.67720624,0.034162153,0.021198635,81.99221712,26.47196284,25.7466,3.323993163,69.33229442,2.335605121,3.36871171,0.988388042,-15.49185948,27.42126585,2.594995261,96.51661874,1253.38,1306.42,0.040599501,8.546276542,0.498568607,0.001883554,1.717900828,499.781,421.0040196,0.842377,0.194754001,6,398.906,400.04,23.7971,23.2831,400.307,97.9482,0.198428,25.9722,25.7466,10170,5-May
1/18/20,control,30,9,INGLAU,0.000693778,3.641289797,394.128,306.1444091,30.04559949,0.071696027,0.044146945,82.02326688,26.29231457,25.5561,3.286636844,69.96711887,2.348035574,3.355912909,0.93860127,-30.59562852,43.01580722,4.041456199,98.48490179,2408.055,2670.52,0.098282357,20.69653275,0.62056079,0.00906492,0.32959873,499.972,421.164762,0.842376697,0.194753394,6,394.128,400.002,23.9249,22.9088,399.87,97.9442,0.197718,25.9079,25.5561,10260,5-May
1/18/20,control,30,10,INGLAU,0.000865822,2.237834363,396.145,349.3610222,34.2900701,0.089237366,0.054731821,82.03159841,26.26081912,25.6139,3.297932248,70.01809241,2.352488621,3.359829638,0.945443627,-38.18277027,37.66942865,3.605168115,85.1234249,3087.183077,3201.11,0.035589818,7.495272201,0.51538685,0.005732078,0.109215241,500.017,421.2031739,0.842377707,0.194755414,6,396.145,400.015,23.9681,22.7009,400.128,97.9509,0.199918,25.9276,25.6139,9990,5-May
1/18/20,control,30,11,MANBID,-2.46E-06,0.775117668,398.895,5507.320297,540.5523154,-0.000240489,-0.000150313,82.02713556,26.42045232,25.5209,3.279774553,69.16689207,2.305954131,3.333898722,0.973820422,0.108312435,33.16463997,3.16719359,118.4672816,1468.199615,1499.8,0.021069732,4.437182693,0.547046273,0.002259436,1.367462328,500.003,421.1902281,0.842375402,0.194750804,6,398.895,400.057,23.4938,23.4974,399.727,97.9523,0.199303,25.7968,25.5209,10005,5-May
1/18/20,control,30,12,GUAGUI,0.00058517,0.79920965,398.416,369.3107207,36.24557265,0.05696727,0.035176955,82.00711694,26.28493368,25.8121,3.336922869,70.05643992,2.344067498,3.345970051,0.99285537,-25.80601237,5.487421366,0.525541504,62.21406744,1548.106923,1591.12,0.027033207,5.691600819,0.578850118,0.002317231,1.231585298,499.874,421.0821705,0.84237662,0.19475324,6,398.416,399.964,23.884,23.0275,400.136,97.9435,0.200341,25.8578,25.8121,9990,5-May
1/18/20,control,30,14,TETBAL,0.001315789,1.281835587,397.387,375.1284312,36.81237256,0.132314245,0.080421572,82.02075201,26.15636834,25.7082,3.316433367,69.37946942,2.337374144,3.368970912,0.979059223,-58.02627859,31.75532941,3.051081972,58.80088481,1604.369231,1699.93,0.056214532,11.83756136,0.584841729,0.003462775,1.088744831,499.963,421.1566281,0.842375592,0.194751184,6,397.387,400.092,23.8185,21.8933,400.306,97.9326,0.200118,25.9735,25.7082,9945,5-May
1/18/20,control,30,16,MANBID,-0.000119563,0.661966515,399.116,489.0188272,47.98466678,-0.010811175,-0.006772564,82.04227417,26.67841729,26.0731,3.388881622,69.22449888,2.338205732,3.377714205,1.05067589,5.272714373,-6.726744627,-0.643044994,79.94519892,2106.447692,2156.11,0.02303329,4.851617303,0.58562411,0.001990413,0.646817648,500.098,421.2700162,0.842374927,0.194749854,6,399.116,400.037,23.829,24.004,400.161,97.9251,0.199275,26.0173,26.0731,10050,5-Apr
1/18/20,drought,23,3,INGLAU,0.001129398,5.734172679,390.834,300.6353933,29.4892151,0.111230595,0.067901766,82.02783949,26.21586814,25.8296,3.340384798,69.66158051,2.346392278,3.368273101,0.99399252,-49.806448,16.78286839,1.61562534,50.61988522,1380.178846,1745.26,0.209184393,44.0538821,0.598077077,0.014033131,1.034493428,500.011,421.1966434,0.842374754,0.194749509,6,390.834,400.088,23.9209,22.269,400.405,97.8891,0.200532,25.97,25.8296,9930,5-May
1/18/20,drought,23,9,INGLAU,0.000957882,6.525069652,394.803,268.8556722,26.37642314,0.088086581,0.054331626,82.03575054,26.22808187,26.147,3.40372107,69.67204202,2.352097464,3.375955972,1.051623606,-42.24261079,-23.50379243,-1.596609695,14.69273762,952.9723462,1144.53,0.167367962,35.25022856,0.597773759,0.015909598,2.102338951,500.05,421.230301,0.842376364,0.194752729,3,394.803,399.982,23.975,23.2736,399.879,97.9043,0.201955,26.0085,26.147,9840,5-May
1/18/20,drought,23,11,TETBAL,0.000486116,2.161194313,396.333,315.6604817,30.96722793,0.046760656,0.028934884,82.02279541,26.58793007,25.9176,3.357840952,69.31050242,2.356070142,3.399297451,1.00177081,-21.4377105,24.75106387,2.38952639,87.72567518,1323.545,1453.53,0.089427119,18.83189944,0.610933383,0.005550592,1.442825397,499.976,421.1675315,0.842375497,0.194750994,6,396.333,399.861,24.0163,23.3052,400.316,97.9007,0.202261,26.125,25.9176,9905,5-May
1/18/20,control,21,1,INGLAU,0.00061881,4.465402605,392.93,271.8633212,26.67557163,0.062550624,0.038582813,82.0328629,26.58689745,25.8016,3.334847216,69.74944252,2.377811742,3.40907634,0.957035474,-27.28952734,44.98078864,4.284491547,104.0086157,1753.426538,2062.64,0.149911503,31.57289592,0.635253849,0.011020209,0.721444363,500.039,421.2204586,0.842375212,0.194750424,6,392.93,399.995,24.2334,23.3274,399.877,97.9223,0.19896,26.1736,25.8016,10095,5-May
1/18/20,control,21,2,INGLAU,0.000699897,1.441282002,397.493,356.0131285,34.93105405,0.066700416,0.041103557,82.03481087,26.52437542,26.0589,3.38603668,69.67768725,2.370092547,3.401508632,1.015944133,-30.86544767,9.268785933,0.888974222,61.32712336,2049.648462,2135.98,0.040417765,8.512492074,0.580810682,0.00384074,0.662337662,500.044,421.2252705,0.842376412,0.194752824,6,397.493,400.07,24.1557,23.1321,400.346,97.9182,0.19912,26.136,26.0589,10010,5-May
1/18/20,control,21,3,GUAGUI,0.001533871,1.980708667,396.118,367.6712899,36.07836852,0.148924647,0.090220833,82.02352331,26.19447406,25.8934,3.353032585,68.86277589,2.33537609,3.39134759,1.017656495,-67.64372264,23.09883802,2.211389787,39.69002848,1967.642308,2078.28,0.05323522,11.21050343,0.613103143,0.005122042,0.708489713,499.977,421.1686739,0.842376097,0.194752194,6,396.118,400.004,23.7996,21.5515,399.635,97.9263,0.200395,26.0854,25.8934,10020,5-May
1/18/20,control,21,9,GUAGUI,0.001150882,1.941460684,396.234,361.4955112,35.47038347,0.112123905,0.068439631,82.03089119,26.34091371,26.0206,3.378373748,69.91191879,2.373424948,3.394878855,1.0049488,-50.75390331,9.882461967,0.949744309,42.10919415,1492.698077,1593.73,0.063393375,13.35087699,0.564531006,0.005028392,1.227930703,500.023,421.2073281,0.842375907,0.194751814,6,396.234,399.832,24.1887,22.5033,399.802,97.9209,0.200328,26.103,26.0206,9975,5-May
1/18/20,control,21,11,MANBID,0.00010847,1.211083527,397.965,198.7437998,19.50051069,0.010007823,0.006241535,82.01035642,26.58470148,25.9831,3.370885557,69.23462084,2.335767998,3.373699415,1.035117559,-4.78352802,1.691027575,0.162400143,79.08025612,1672.060769,1748.88,0.043924815,9.248414117,0.636212891,0.003295207,1.030282238,499.898,421.1020162,0.842375877,0.194751754,6,397.965,399.846,23.8055,23.6467,400.08,97.9188,0.200038,25.9972,25.9831,9975,5-May
1/18/20,control,21,12,MANBID,0.000128658,0.990820413,398.343,264.4767511,25.94990474,0.012384842,0.007720085,82.01587199,26.56088346,25.7187,3.318499005,68.99925004,2.325472843,3.370287128,0.993026162,-5.67380766,31.34973161,3.006488052,110.698284,1303.936154,1376.84,0.052950122,11.14939901,0.590192034,0.00277197,1.578890793,499.929,421.1283586,0.842376335,0.194752669,6,398.343,399.906,23.7008,23.5124,400.027,97.9177,0.200205,25.9801,25.7187,9975,5-May
1/18/20,control,21,14,TETBAL,0.000346832,2.016807575,396.741,295.2671496,28.96553346,0.033936319,0.021057768,82.04288574,26.53077949,25.8157,3.337634781,69.72160181,2.355916215,3.379033404,0.981718566,-15.29528571,25.01767222,2.396301602,94.16157385,1828.263846,1925.16,0.050331481,10.60165609,0.628207526,0.005206459,0.844376571,500.102,421.273362,0.84237488,0.194749759,6,396.741,399.971,24.0156,23.5081,400.2,97.9003,0.199111,26.0239,25.8157,10005,5-May
1/18/20,control,21,15,PREMON,0.000295874,1.757970838,397.143,289.8629262,28.43711832,0.027899974,0.017334107,82.06102831,26.65449932,26.0241,3.379073387,69.46921431,2.362093526,3.400201874,1.01697986,-13.04802752,12.63953147,1.215025664,82.86755792,1604.933077,1688.82,0.049671915,10.4648986,0.60679054,0.004591091,1.102485759,500.205,421.3607891,0.842376204,0.194752408,6,397.143,399.958,24.0771,23.6437,399.746,97.9052,0.2002,26.1295,26.0241,9975,5-May
